CAR,TYPE,IN(s),OUT(s),WAIT(s),FLOW(s),能力判断,SEGMENTS
Car#150,A,9652.0,11064.5,1561.5,1412.5,能力满足,ST1 引取(开:9652.0s 加:55.0s 等前:1010.0s 等后:32.5s) | ST2 集约(开:9739.5s 加:106.0s 等前:0.0s 等后:9.0s) | ST3 空气悬挂+快充(开:9854.5s 加:0.0s 等前:0.0s 等后:120.5s) | ST4 四轮定位上、下(开:9975.0s 加:115.0s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:10090.0s 加:97.0s 等前:0.0s 等后:41.0s) | ST6 ARHUD+慢充(开:10228.0s 加:0.0s 等前:0.0s 等后:114.5s) | ST7 转毂(开:10342.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:10458.5s 加:108.0s 等前:0.0s 等后:2.5s) | ST9 EG漏液/底盘漏液(开:10569.0s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:10684.0s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:10782.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:10782.0s 加:0.0s 等前:0.0s 等后:75.5s) | ST13 电检1(开:10857.5s 加:0.0s 等前:0.0s 等后:106.0s) | ST14 电检2(开:10963.5s 加:0.0s 等前:0.0s 等后:50.0s) | ST15 小跑道(开:11013.5s 加:51.0s 等前:0.0s 等后:0.0s)
Car#151,A,9739.5,11216.5,1655.5,1477.0,能力满足,ST1 引取(开:9739.5s 加:55.0s 等前:1039.5s 等后:0.0s) | ST2 集约(开:9794.5s 加:106.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:9900.5s 加:0.0s 等前:0.0s 等后:94.5s) | ST4 四轮定位上、下(开:9995.0s 加:115.0s 等前:0.0s 等后:16.5s) | ST5 ADAS(开:10126.5s 加:97.0s 等前:0.0s 等后:46.5s) | ST6 ARHUD+慢充(开:10270.0s 加:0.0s 等前:0.0s 等后:114.5s) | ST7 转毂(开:10384.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:10500.5s 加:108.0s 等前:0.0s 等后:2.5s) | ST9 EG漏液/底盘漏液(开:10611.0s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:10726.0s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:10824.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:10824.0s 加:0.0s 等前:0.0s 等后:89.5s) | ST13 电检1(开:10913.5s 加:0.0s 等前:0.0s 等后:151.0s) | ST14 电检2(开:11064.5s 加:0.0s 等前:0.0s 等后:101.0s) | ST15 小跑道(开:11165.5s 加:51.0s 等前:0.0s 等后:0.0s)
Car#152,A,9794.5,11165.5,1546.5,1371.0,能力满足,ST1 引取(开:9794.5s 加:55.0s 等前:1036.5s 等后:5.0s) | ST2 集约(开:9854.5s 加:106.0s 等前:0.0s 等后:14.5s) | ST3 空气悬挂+快充(开:9975.0s 加:0.0s 等前:0.0s 等后:115.0s) | ST4 四轮定位上、下(开:10090.0s 加:115.0s 等前:0.0s 等后:23.0s) | ST5 ADAS(开:10228.0s 加:97.0s 等前:0.0s 等后:17.5s) | ST6 ARHUD+慢充(开:10342.5s 加:0.0s 等前:0.0s 等后:116.0s) | ST7 转毂(开:10458.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:10574.5s 加:108.0s 等前:0.0s 等后:1.5s) | ST9 EG漏液/底盘漏液(开:10684.0s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:10799.0s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:10897.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:10897.0s 加:0.0s 等前:0.0s 等后:66.5s) | ST13 电检1(开:10963.5s 加:0.0s 等前:0.0s 等后:50.0s) | ST14 电检2(开:11013.5s 加:0.0s 等前:0.0s 等后:101.0s) | ST15 小跑道(开:11114.5s 加:51.0s 等前:0.0s 等后:0.0s)
Car#153,C,9854.5,11313.0,1073.5,1458.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:9854.5s 加:56.0s 等前:1038.5s 等后:0.0s) | ST2 集约(开:9910.5s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:10021.5s 加:108.5s 等前:0.0s 等后:0.0s) | ST4 四轮定位上、下(开:10130.0s 加:120.5s 等前:0.0s 等后:19.5s) | ST5 ADAS(开:10270.0s 加:107.0s 等前:0.0s 等后:7.5s) | ST6 ARHUD+慢充(开:10384.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:10528.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:10642.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:10756.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:10869.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:10869.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:10985.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:11073.0s 加:84.5s 等前:0.0s 等后:8.0s) | ST14 电检2(开:11165.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:11263.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#154,B,9910.5,11363.0,1157.5,1452.5,能力超目标：四轮定位上、下,ST1 引取(开:9910.5s 加:56.0s 等前:1036.5s 等后:8.5s) | ST2 集约(开:9975.0s 加:111.0s 等前:0.0s 等后:4.0s) | ST3 空气悬挂+快充(开:10090.0s 加:108.5s 等前:0.0s 等后:29.5s) | ST4 四轮定位上、下(开:10228.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:10348.5s 加:107.0s 等前:0.0s 等后:3.0s) | ST6 ARHUD+慢充(开:10458.5s 加:51.5s 等前:0.0s 等后:64.5s) | ST7 转毂(开:10574.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:10689.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:10803.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:10915.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:10915.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:11031.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:11119.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:11204.0s 加:97.5s 等前:0.0s 等后:11.5s) | ST15 小跑道(开:11313.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#155,C,9975.0,11448.5,1093.0,1473.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:9975.0s 加:56.0s 等前:1043.0s 等后:0.0s) | ST2 集约(开:10031.0s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:10142.0s 加:108.5s 等前:0.0s 等后:19.5s) | ST4 四轮定位上、下(开:10270.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:10390.5s 加:107.0s 等前:0.0s 等后:30.5s) | ST6 ARHUD+慢充(开:10528.0s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:10671.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:10786.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:10900.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:11012.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:11012.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:11128.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:11216.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:11301.0s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:11398.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#156,C,10031.0,11498.5,1085.0,1467.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:10031.0s 加:56.0s 等前:1041.0s 等后:3.0s) | ST2 集约(开:10090.0s 加:111.0s 等前:0.0s 等后:27.0s) | ST3 空气悬挂+快充(开:10228.0s 加:108.5s 等前:0.0s 等后:12.0s) | ST4 四轮定位上、下(开:10348.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:10469.0s 加:107.0s 等前:0.0s 等后:0.0s) | ST6 ARHUD+慢充(开:10576.0s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:10719.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:10834.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:10948.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:11060.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:11060.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:11176.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:11264.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:11349.0s 加:97.5s 等前:0.0s 等后:2.0s) | ST15 小跑道(开:11448.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#157,C,10090.0,11592.0,1120.5,1502.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:10090.0s 加:56.0s 等前:1042.0s 等后:0.0s) | ST2 集约(开:10146.0s 加:111.0s 等前:0.0s 等后:13.0s) | ST3 空气悬挂+快充(开:10270.0s 加:108.5s 等前:0.0s 等后:12.0s) | ST4 四轮定位上、下(开:10390.5s 加:120.5s 等前:0.0s 等后:17.0s) | ST5 ADAS(开:10528.0s 加:107.0s 等前:0.0s 等后:36.5s) | ST6 ARHUD+慢充(开:10671.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:10815.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:10929.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:11043.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:11156.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:11156.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:11272.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:11360.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:11444.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:11542.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#158,B,10146.0,11642.0,1204.5,1496.0,能力超目标：四轮定位上、下,ST1 引取(开:10146.0s 加:56.0s 等前:1040.0s 等后:26.0s) | ST2 集约(开:10228.0s 加:111.0s 等前:0.0s 等后:9.5s) | ST3 空气悬挂+快充(开:10348.5s 加:108.5s 等前:0.0s 等后:12.0s) | ST4 四轮定位上、下(开:10469.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:10589.5s 加:107.0s 等前:0.0s 等后:23.0s) | ST6 ARHUD+慢充(开:10719.5s 加:51.5s 等前:0.0s 等后:63.0s) | ST7 转毂(开:10834.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:10948.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:11062.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:11175.0s 加:0.0s 等前:0.0s 等后:1.5s) | ST11 气囊安装+绝缘(开:11176.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:11292.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:11380.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:11465.0s 加:97.5s 等前:0.0s 等后:29.5s) | ST15 小跑道(开:11592.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#159,B,10228.0,11708.0,1212.5,1480.0,能力超目标：四轮定位上、下,ST1 引取(开:10228.0s 加:56.0s 等前:1064.0s 等后:0.0s) | ST2 集约(开:10284.0s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:10395.0s 加:108.5s 等前:0.0s 等后:24.5s) | ST4 四轮定位上、下(开:10528.0s 加:120.5s 等前:0.0s 等后:23.0s) | ST5 ADAS(开:10671.5s 加:107.0s 等前:0.0s 等后:36.5s) | ST6 ARHUD+慢充(开:10815.0s 加:51.5s 等前:0.0s 等后:63.0s) | ST7 转毂(开:10929.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:11044.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:11158.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:11270.5s 加:0.0s 等前:0.0s 等后:1.5s) | ST11 气囊安装+绝缘(开:11272.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:11388.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:11476.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:11560.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:11658.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#160,B,10284.0,11758.0,1204.5,1474.0,能力超目标：四轮定位上、下,ST1 引取(开:10284.0s 加:56.0s 等前:1062.0s 等后:8.5s) | ST2 集约(开:10348.5s 加:111.0s 等前:0.0s 等后:9.5s) | ST3 空气悬挂+快充(开:10469.0s 加:108.5s 等前:0.0s 等后:12.0s) | ST4 四轮定位上、下(开:10589.5s 加:120.5s 等前:0.0s 等后:9.5s) | ST5 ADAS(开:10719.5s 加:107.0s 等前:0.0s 等后:7.5s) | ST6 ARHUD+慢充(开:10834.0s 加:51.5s 等前:0.0s 等后:63.0s) | ST7 转毂(开:10948.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:11063.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:11177.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:11289.5s 加:0.0s 等前:0.0s 等后:3.0s) | ST11 气囊安装+绝缘(开:11292.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:11408.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:11496.5s 加:84.5s 等前:0.0s 等后:11.0s) | ST14 电检2(开:11592.0s 加:97.5s 等前:0.0s 等后:18.5s) | ST15 小跑道(开:11708.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#161,C,10348.5,11850.0,1146.5,1501.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:10348.5s 加:56.0s 等前:1068.5s 等后:0.0s) | ST2 集约(开:10404.5s 加:111.0s 等前:0.0s 等后:12.5s) | ST3 空气悬挂+快充(开:10528.0s 加:108.5s 等前:0.0s 等后:35.0s) | ST4 四轮定位上、下(开:10671.5s 加:120.5s 等前:0.0s 等后:23.0s) | ST5 ADAS(开:10815.0s 加:107.0s 等前:0.0s 等后:7.5s) | ST6 ARHUD+慢充(开:10929.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:11073.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:11187.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:11301.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:11414.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:11414.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:11530.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:11618.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:11702.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:11800.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#162,C,10404.5,11951.0,1189.5,1546.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:10404.5s 加:56.0s 等前:1066.5s 等后:8.5s) | ST2 集约(开:10469.0s 加:111.0s 等前:0.0s 等后:9.5s) | ST3 空气悬挂+快充(开:10589.5s 加:108.5s 等前:0.0s 等后:21.5s) | ST4 四轮定位上、下(开:10719.5s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:10840.0s 加:107.0s 等前:0.0s 等后:1.5s) | ST6 ARHUD+慢充(开:10948.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:11092.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:11206.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:11320.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:11433.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:11433.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:11549.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:11637.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:11721.5s 加:97.5s 等前:0.0s 等后:82.0s) | ST15 小跑道(开:11901.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#163,A,10469.0,11901.0,1644.0,1432.0,能力满足,ST1 引取(开:10469.0s 加:55.0s 等前:1073.0s 等后:4.0s) | ST2 集约(开:10528.0s 加:106.0s 等前:0.0s 等后:37.5s) | ST3 空气悬挂+快充(开:10671.5s 加:0.0s 等前:0.0s 等后:143.5s) | ST4 四轮定位上、下(开:10815.0s 加:115.0s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:10930.0s 加:97.0s 等前:0.0s 等后:46.0s) | ST6 ARHUD+慢充(开:11073.0s 加:0.0s 等前:0.0s 等后:114.5s) | ST7 转毂(开:11187.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:11303.5s 加:108.0s 等前:0.0s 等后:2.5s) | ST9 EG漏液/底盘漏液(开:11414.0s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:11529.0s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:11627.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:11627.0s 加:0.0s 等前:0.0s 等后:75.5s) | ST13 电检1(开:11702.5s 加:0.0s 等前:0.0s 等后:97.5s) | ST14 电检2(开:11800.0s 加:0.0s 等前:0.0s 等后:50.0s) | ST15 小跑道(开:11850.0s 加:51.0s 等前:0.0s 等后:0.0s)
Car#164,A,10528.0,12002.0,1687.0,1474.0,能力满足,ST1 引取(开:10528.0s 加:55.0s 等前:1074.0s 等后:6.5s) | ST2 集约(开:10589.5s 加:106.0s 等前:0.0s 等后:24.0s) | ST3 空气悬挂+快充(开:10719.5s 加:0.0s 等前:0.0s 等后:120.5s) | ST4 四轮定位上、下(开:10840.0s 加:115.0s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:10955.0s 加:97.0s 等前:0.0s 等后:40.0s) | ST6 ARHUD+慢充(开:11092.0s 加:0.0s 等前:0.0s 等后:114.5s) | ST7 转毂(开:11206.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST8 制动(开:11322.5s 加:108.0s 等前:0.0s 等后:2.5s) | ST9 EG漏液/底盘漏液(开:11433.0s 加:115.0s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:11548.0s 加:98.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:11646.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:11646.0s 加:0.0s 等前:0.0s 等后:75.5s) | ST13 电检1(开:11721.5s 加:0.0s 等前:0.0s 等后:179.5s) | ST14 电检2(开:11901.0s 加:0.0s 等前:0.0s 等后:50.0s) | ST15 小跑道(开:11951.0s 加:51.0s 等前:0.0s 等后:0.0s)
Car#165,C,10589.5,12108.0,1172.5,1518.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:10589.5s 加:56.0s 等前:1077.5s 等后:26.0s) | ST2 集约(开:10671.5s 加:111.0s 等前:0.0s 等后:32.5s) | ST3 空气悬挂+快充(开:10815.0s 加:108.5s 等前:0.0s 等后:6.5s) | ST4 四轮定位上、下(开:10930.0s 加:120.5s 等前:0.0s 等后:22.5s) | ST5 ADAS(开:11073.0s 加:107.0s 等前:0.0s 等后:7.5s) | ST6 ARHUD+慢充(开:11187.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:11331.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:11445.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:11559.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:11672.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:11672.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:11788.0s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:11876.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:11960.5s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:12058.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#166,C,10671.5,12158.0,1164.5,1486.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:10671.5s 加:56.0s 等前:1101.5s 等后:0.0s) | ST2 集约(开:10727.5s 加:111.0s 等前:0.0s 等后:1.5s) | ST3 空气悬挂+快充(开:10840.0s 加:108.5s 等前:0.0s 等后:6.5s) | ST4 四轮定位上、下(开:10955.0s 加:120.5s 等前:0.0s 等后:16.5s) | ST5 ADAS(开:11092.0s 加:107.0s 等前:0.0s 等后:7.5s) | ST6 ARHUD+慢充(开:11206.5s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:11350.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:11464.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:11578.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:11691.0s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:11691.0s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:11807.0s 加:88.0s 等前:0.0s 等后:6.0s) | ST13 电检1(开:11901.0s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:11985.5s 加:97.5s 等前:0.0s 等后:25.0s) | ST15 小跑道(开:12108.0s 加:50.0s 等前:0.0s 等后:0.0s)
Car#167,C,10727.5,12251.5,1200.0,1524.0,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:10727.5s 加:56.0s 等前:1099.5s 等后:31.5s) | ST2 集约(开:10815.0s 加:111.0s 等前:0.0s 等后:4.0s) | ST3 空气悬挂+快充(开:10930.0s 加:108.5s 等前:0.0s 等后:34.5s) | ST4 四轮定位上、下(开:11073.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:11193.5s 加:107.0s 等前:0.0s 等后:30.5s) | ST6 ARHUD+慢充(开:11331.0s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:11474.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:11589.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:11703.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:11815.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:11815.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:11931.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:12019.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:12104.0s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:12201.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#168,C,10815.0,12301.5,1192.0,1486.5,能力超目标：四轮定位上、下、ARHUD+慢充,ST1 引取(开:10815.0s 加:56.0s 等前:1129.0s 等后:0.0s) | ST2 集约(开:10871.0s 加:111.0s 等前:0.0s 等后:0.0s) | ST3 空气悬挂+快充(开:10982.0s 加:108.5s 等前:0.0s 等后:1.5s) | ST4 四轮定位上、下(开:11092.0s 加:120.5s 等前:0.0s 等后:0.0s) | ST5 ADAS(开:11212.5s 加:107.0s 等前:0.0s 等后:30.5s) | ST6 ARHUD+慢充(开:11350.0s 加:143.5s 等前:0.0s 等后:0.0s) | ST7 转毂(开:11493.5s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:11608.0s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:11722.0s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:11834.5s 加:0.0s 等前:0.0s 等后:0.0s) | ST11 气囊安装+绝缘(开:11834.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:11950.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:12038.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:12123.0s 加:97.5s 等前:0.0s 等后:31.0s) | ST15 小跑道(开:12251.5s 加:50.0s 等前:0.0s 等后:0.0s)
Car#169,B,10871.0,12367.5,1292.0,1496.5,能力超目标：四轮定位上、下,ST1 引取(开:10871.0s 加:56.0s 等前:1127.0s 等后:3.0s) | ST2 集约(开:10930.0s 加:111.0s 等前:0.0s 等后:32.0s) | ST3 空气悬挂+快充(开:11073.0s 加:108.5s 等前:0.0s 等后:12.0s) | ST4 四轮定位上、下(开:11193.5s 加:120.5s 等前:0.0s 等后:17.0s) | ST5 ADAS(开:11331.0s 加:107.0s 等前:0.0s 等后:36.5s) | ST6 ARHUD+慢充(开:11474.5s 加:51.5s 等前:0.0s 等后:63.0s) | ST7 转毂(开:11589.0s 加:114.5s 等前:0.0s 等后:0.0s) | ST8 制动(开:11703.5s 加:114.0s 等前:0.0s 等后:0.0s) | ST9 EG漏液/底盘漏液(开:11817.5s 加:112.5s 等前:0.0s 等后:0.0s) | ST10 全景/空调检查(开:11930.0s 加:0.0s 等前:0.0s 等后:1.5s) | ST11 气囊安装+绝缘(开:11931.5s 加:116.0s 等前:0.0s 等后:0.0s) | ST12 L2++(开:12047.5s 加:88.0s 等前:0.0s 等后:0.0s) | ST13 电检1(开:12135.5s 加:84.5s 等前:0.0s 等后:0.0s) | ST14 电检2(开:12220.0s 加:97.5s 等前:0.0s 等后:0.0s) | ST15 小跑道(开:12317.5s 加:50.0s 等前:0.0s 等后:0.0s)
